year,month,week_number,inflation_rate,inflation_mom_change
2019,10,11,4.8,-0.20000000000000018
2019,10,12,4.8,-0.20000000000000018
2019,10,13,4.8,-0.20000000000000018
2019,10,14,4.8,-0.20000000000000018
2019,10,15,4.8,-0.20000000000000018
2019,10,16,4.8,-0.20000000000000018
2019,10,17,4.8,-0.20000000000000018
2019,10,18,4.8,-0.20000000000000018
2019,10,19,4.8,-0.20000000000000018
2019,10,20,4.8,-0.20000000000000018
2019,10,21,4.8,-0.20000000000000018
2019,10,22,4.8,-0.20000000000000018
2019,10,23,4.8,-0.20000000000000018
2019,10,24,4.8,-0.20000000000000018
2019,10,25,4.8,-0.20000000000000018
2019,10,26,4.8,-0.20000000000000018
2019,10,27,4.8,-0.20000000000000018
2019,10,28,4.8,-0.20000000000000018
2019,10,29,4.8,-0.20000000000000018
2019,10,30,4.8,-0.20000000000000018
2019,10,31,4.8,-0.20000000000000018
2019,10,32,4.8,-0.20000000000000018
2019,10,33,4.8,-0.20000000000000018
2019,10,34,4.8,-0.20000000000000018
2019,10,35,4.8,-0.20000000000000018
2019,10,36,4.8,-0.20000000000000018
2019,10,37,4.8,-0.20000000000000018
2019,10,38,4.8,-0.20000000000000018
2019,10,39,4.8,-0.20000000000000018
2019,10,40,4.8,-0.20000000000000018
2019,10,41,4.8,-0.20000000000000018
2019,10,42,4.8,-0.20000000000000018
2019,10,43,4.8,-0.20000000000000018
2019,10,44,4.8,-0.20000000000000018
2019,10,45,4.8,-0.20000000000000018
2019,10,46,4.8,-0.20000000000000018
2019,10,47,4.8,-0.20000000000000018
2019,10,48,4.8,-0.20000000000000018
2019,10,49,4.8,-0.20000000000000018
2019,10,50,4.8,-0.20000000000000018
2019,10,51,4.8,-0.20000000000000018
2019,10,52,4.8,-0.20000000000000018
2019,10,53,4.8,-0.20000000000000018
2019,11,1,4.4,-0.39999999999999947
2019,11,2,4.4,-0.39999999999999947
2019,11,3,4.4,-0.39999999999999947
2019,11,4,4.4,-0.39999999999999947
2019,11,5,4.4,-0.39999999999999947
2019,11,6,4.4,-0.39999999999999947
2019,11,7,4.4,-0.39999999999999947
2019,11,8,4.4,-0.39999999999999947
2019,11,9,4.4,-0.39999999999999947
2019,11,10,4.4,-0.39999999999999947
2019,11,11,4.4,-0.39999999999999947
2019,11,12,4.4,-0.39999999999999947
2019,11,13,4.4,-0.39999999999999947
2019,11,14,4.4,-0.39999999999999947
2019,11,15,4.4,-0.39999999999999947
2019,11,16,4.4,-0.39999999999999947
2019,11,17,4.4,-0.39999999999999947
2019,11,18,4.4,-0.39999999999999947
2019,11,19,4.4,-0.39999999999999947
2019,11,20,4.4,-0.39999999999999947
